name,slug,sku,genericName,brand,description,form,strength,packSize,categoryIds,regulatoryClass,nafdacRegNo,manufacturer,status,price,cost,compareAt,isAvailable,openingQuantity,reorderLevel,batchNo,expiry,reason
Fluconazole 1g,fluconazole-1g-capsule,,Fluconazole,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11543,2028-12-30,Bulk import: inventory_3000
Nystatin 1g,nystatin-1g-capsule,,Nystatin,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11544,2028-12-30,Bulk import: inventory_3000
Amlodipine 1g,amlodipine-1g-capsule,,Amlodipine,,,capsule,1g,,,POM,,,draft,0,,,true,200,20,B11545,2028-12-30,Bulk import: inventory_3000
Lisinopril 1g,lisinopril-1g-capsule,,Lisinopril,,,capsule,1g,,,POM,,,draft,0,,,true,200,20,B11547,2028-12-30,Bulk import: inventory_3000
Atenolol 1g,atenolol-1g-capsule,,Atenolol,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11549,2028-12-30,Bulk import: inventory_3000
Propranolol 1g,propranolol-1g-capsule,,Propranolol,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11550,2028-12-30,Bulk import: inventory_3000
Methyldopa 1g,methyldopa-1g-capsule,,Methyldopa,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11551,2028-12-30,Bulk import: inventory_3000
Hydralazine 1g,hydralazine-1g-capsule,,Hydralazine,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11552,2028-12-30,Bulk import: inventory_3000
Glyceryl Trinitrate 1g,glyceryl-trinitrate-1g-capsule,,Glyceryl Trinitrate,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11553,2028-12-30,Bulk import: inventory_3000
Isosorbide Dinitrate 1g,isosorbide-dinitrate-1g-capsule,,Isosorbide Dinitrate,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11554,2028-12-30,Bulk import: inventory_3000
Digoxin 1g,digoxin-1g-capsule,,Digoxin,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11555,2028-12-30,Bulk import: inventory_3000
Furosemide 1g,furosemide-1g-capsule,,Furosemide,,,capsule,1g,,,POM,,,draft,0,,,true,200,20,B11556,2028-12-30,Bulk import: inventory_3000
Hydrochlorothiazide 1g,hydrochlorothiazide-1g-capsule,,Hydrochlorothiazide,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11558,2028-12-30,Bulk import: inventory_3000
Spironolactone 1g,spironolactone-1g-capsule,,Spironolactone,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11559,2028-12-30,Bulk import: inventory_3000
Atorvastatin 1g,atorvastatin-1g-capsule,,Atorvastatin,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11560,2028-12-30,Bulk import: inventory_3000
Simvastatin 1g,simvastatin-1g-capsule,,Simvastatin,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11561,2028-12-30,Bulk import: inventory_3000
Salbutamol 1g,salbutamol-1g-capsule,,Salbutamol,,,capsule,1g,,,POM,,,draft,0,,,true,200,20,B11562,2028-12-30,Bulk import: inventory_3000
Aminophylline 1g,aminophylline-1g-capsule,,Aminophylline,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11564,2028-12-30,Bulk import: inventory_3000
Omeprazole 1g,omeprazole-1g-capsule,,Omeprazole,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11565,2028-12-30,Bulk import: inventory_3000
Cimetidine 1g,cimetidine-1g-capsule,,Cimetidine,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11566,2028-12-30,Bulk import: inventory_3000
Metoclopramide 1g,metoclopramide-1g-capsule,,Metoclopramide,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11567,2028-12-30,Bulk import: inventory_3000
Zinc Sulfate 1g,zinc-sulfate-1g-capsule,,Zinc Sulfate,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11568,2028-12-30,Bulk import: inventory_3000
Bisacodyl 1g,bisacodyl-1g-capsule,,Bisacodyl,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11569,2028-12-30,Bulk import: inventory_3000
Metformin 1g,metformin-1g-capsule,,Metformin,,,capsule,1g,,,POM,,,draft,0,,,true,200,20,B11570,2028-12-30,Bulk import: inventory_3000
Glibenclamide 1g,glibenclamide-1g-capsule,,Glibenclamide,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11572,2028-12-30,Bulk import: inventory_3000
Glimepiride 1g,glimepiride-1g-capsule,,Glimepiride,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11573,2028-12-30,Bulk import: inventory_3000
Levothyroxine 1g,levothyroxine-1g-capsule,,Levothyroxine,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11574,2028-12-30,Bulk import: inventory_3000
Carbimazole 1g,carbimazole-1g-capsule,,Carbimazole,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11575,2028-12-30,Bulk import: inventory_3000
Folic Acid 1g,folic-acid-1g-capsule,,Folic Acid,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11576,2028-12-30,Bulk import: inventory_3000
Oxytocin 1g,oxytocin-1g-capsule,,Oxytocin,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11577,2028-12-30,Bulk import: inventory_3000
Misoprostol 1g,misoprostol-1g-capsule,,Misoprostol,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11578,2028-12-30,Bulk import: inventory_3000
Magnesium Sulfate 1g,magnesium-sulfate-1g-capsule,,Magnesium Sulfate,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11579,2028-12-30,Bulk import: inventory_3000
Amitriptyline 1g,amitriptyline-1g-capsule,,Amitriptyline,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11580,2028-12-30,Bulk import: inventory_3000
Fluoxetine 1g,fluoxetine-1g-capsule,,Fluoxetine,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11581,2028-12-30,Bulk import: inventory_3000
Haloperidol 1g,haloperidol-1g-capsule,,Haloperidol,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11582,2028-12-30,Bulk import: inventory_3000
Chlorpromazine 1g,chlorpromazine-1g-capsule,,Chlorpromazine,,,capsule,1g,,,POM,,,draft,0,,,true,100,20,B11583,2028-12-30,Bulk import: inventory_3000
Halothane 5mg,halothane-5mg-injection,,Halothane,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11584,2028-12-30,Bulk import: inventory_3000
Ketamine 5mg,ketamine-5mg-injection,,Ketamine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11585,2028-12-30,Bulk import: inventory_3000
Nitrous oxide 5mg,nitrous-oxide-5mg-injection,,Nitrous oxide,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11586,2028-12-30,Bulk import: inventory_3000
Oxygen 5mg,oxygen-5mg-injection,,Oxygen,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11587,2028-12-30,Bulk import: inventory_3000
Atropine 5mg,atropine-5mg-injection,,Atropine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11588,2028-12-30,Bulk import: inventory_3000
Diazepam 5mg,diazepam-5mg-injection,,Diazepam,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11589,2028-12-30,Bulk import: inventory_3000
Hyoscine N-Butylbromide 5mg,hyoscine-n-butylbromide-5mg-injection,,Hyoscine N-Butylbromide,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11590,2028-12-30,Bulk import: inventory_3000
Midazolam 5mg,midazolam-5mg-injection,,Midazolam,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11591,2028-12-30,Bulk import: inventory_3000
Morphine 5mg,morphine-5mg-injection,,Morphine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11592,2028-12-30,Bulk import: inventory_3000
Promethazine 5mg,promethazine-5mg-injection,,Promethazine,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11593,2028-12-30,Bulk import: inventory_3000
Atracurium 5mg,atracurium-5mg-injection,,Atracurium,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11595,2028-12-30,Bulk import: inventory_3000
Neostigmine 5mg,neostigmine-5mg-injection,,Neostigmine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11596,2028-12-30,Bulk import: inventory_3000
Suxamethonium 5mg,suxamethonium-5mg-injection,,Suxamethonium,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11597,2028-12-30,Bulk import: inventory_3000
Propofol 5mg,propofol-5mg-injection,,Propofol,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11598,2028-12-30,Bulk import: inventory_3000
Lidocaine 5mg,lidocaine-5mg-injection,,Lidocaine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11599,2028-12-30,Bulk import: inventory_3000
Bupivacaine 5mg,bupivacaine-5mg-injection,,Bupivacaine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11600,2028-12-30,Bulk import: inventory_3000
Pentazocine 5mg,pentazocine-5mg-injection,,Pentazocine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11601,2028-12-30,Bulk import: inventory_3000
Pethidine 5mg,pethidine-5mg-injection,,Pethidine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11602,2028-12-30,Bulk import: inventory_3000
Tramadol 5mg,tramadol-5mg-injection,,Tramadol,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11603,2028-12-30,Bulk import: inventory_3000
Acetylsalicylic Acid 5mg,acetylsalicylic-acid-5mg-injection,,Acetylsalicylic Acid,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11604,2028-12-30,Bulk import: inventory_3000
Paracetamol 5mg,paracetamol-5mg-injection,,Paracetamol,,,injection,5mg,,,POM,,,draft,0,,,true,300,20,B11605,2028-12-30,Bulk import: inventory_3000
Allopurinol 5mg,allopurinol-5mg-injection,,Allopurinol,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11608,2028-12-30,Bulk import: inventory_3000
Diclofenac Sodium 5mg,diclofenac-sodium-5mg-injection,,Diclofenac Sodium,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11609,2028-12-30,Bulk import: inventory_3000
Ibuprofen 5mg,ibuprofen-5mg-injection,,Ibuprofen,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11611,2028-12-30,Bulk import: inventory_3000
Naproxen 5mg,naproxen-5mg-injection,,Naproxen,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11613,2028-12-30,Bulk import: inventory_3000
Piroxicam 5mg,piroxicam-5mg-injection,,Piroxicam,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11614,2028-12-30,Bulk import: inventory_3000
Meloxicam 5mg,meloxicam-5mg-injection,,Meloxicam,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11615,2028-12-30,Bulk import: inventory_3000
Naloxone 5mg,naloxone-5mg-injection,,Naloxone,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11616,2028-12-30,Bulk import: inventory_3000
Chlorpheniramine 5mg,chlorpheniramine-5mg-injection,,Chlorpheniramine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11617,2028-12-30,Bulk import: inventory_3000
Hydrocortisone 5mg,hydrocortisone-5mg-injection,,Hydrocortisone,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11618,2028-12-30,Bulk import: inventory_3000
Prednisolone 5mg,prednisolone-5mg-injection,,Prednisolone,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11619,2028-12-30,Bulk import: inventory_3000
Phenobarbital 5mg,phenobarbital-5mg-injection,,Phenobarbital,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11620,2028-12-30,Bulk import: inventory_3000
Phenytoin 5mg,phenytoin-5mg-injection,,Phenytoin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11621,2028-12-30,Bulk import: inventory_3000
Sodium Valproate 5mg,sodium-valproate-5mg-injection,,Sodium Valproate,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11622,2028-12-30,Bulk import: inventory_3000
Carbamazepine 5mg,carbamazepine-5mg-injection,,Carbamazepine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11623,2028-12-30,Bulk import: inventory_3000
Amoxicillin 5mg,amoxicillin-5mg-injection,,Amoxicillin,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11624,2028-12-30,Bulk import: inventory_3000
Ampicillin 5mg,ampicillin-5mg-injection,,Ampicillin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11626,2028-12-30,Bulk import: inventory_3000
Cloxacillin 5mg,cloxacillin-5mg-injection,,Cloxacillin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11627,2028-12-30,Bulk import: inventory_3000
Ceftriaxone 5mg,ceftriaxone-5mg-injection,,Ceftriaxone,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11628,2028-12-30,Bulk import: inventory_3000
Cefuroxime 5mg,cefuroxime-5mg-injection,,Cefuroxime,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11629,2028-12-30,Bulk import: inventory_3000
Azithromycin 5mg,azithromycin-5mg-injection,,Azithromycin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11630,2028-12-30,Bulk import: inventory_3000
Erythromycin 5mg,erythromycin-5mg-injection,,Erythromycin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11631,2028-12-30,Bulk import: inventory_3000
Ciprofloxacin 5mg,ciprofloxacin-5mg-injection,,Ciprofloxacin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11632,2028-12-30,Bulk import: inventory_3000
Metronidazole 5mg,metronidazole-5mg-injection,,Metronidazole,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11633,2028-12-30,Bulk import: inventory_3000
Gentamicin 5mg,gentamicin-5mg-injection,,Gentamicin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11635,2028-12-30,Bulk import: inventory_3000
Doxycycline 5mg,doxycycline-5mg-injection,,Doxycycline,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11636,2028-12-30,Bulk import: inventory_3000
Cotrimoxazole 5mg,cotrimoxazole-5mg-injection,,Cotrimoxazole,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11637,2028-12-30,Bulk import: inventory_3000
Artemether + Lumefantrine 5mg,artemether-lumefantrine-5mg-injection,,Artemether + Lumefantrine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11638,2028-12-30,Bulk import: inventory_3000
Artesunate 5mg,artesunate-5mg-injection,,Artesunate,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11639,2028-12-30,Bulk import: inventory_3000
Amodiaquine 5mg,amodiaquine-5mg-injection,,Amodiaquine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11640,2028-12-30,Bulk import: inventory_3000
Quinine 5mg,quinine-5mg-injection,,Quinine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11641,2028-12-30,Bulk import: inventory_3000
Fluconazole 5mg,fluconazole-5mg-injection,,Fluconazole,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11642,2028-12-30,Bulk import: inventory_3000
Nystatin 5mg,nystatin-5mg-injection,,Nystatin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11643,2028-12-30,Bulk import: inventory_3000
Amlodipine 5mg,amlodipine-5mg-injection,,Amlodipine,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11644,2028-12-30,Bulk import: inventory_3000
Lisinopril 5mg,lisinopril-5mg-injection,,Lisinopril,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11646,2028-12-30,Bulk import: inventory_3000
Atenolol 5mg,atenolol-5mg-injection,,Atenolol,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11648,2028-12-30,Bulk import: inventory_3000
Propranolol 5mg,propranolol-5mg-injection,,Propranolol,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11649,2028-12-30,Bulk import: inventory_3000
Methyldopa 5mg,methyldopa-5mg-injection,,Methyldopa,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11650,2028-12-30,Bulk import: inventory_3000
Hydralazine 5mg,hydralazine-5mg-injection,,Hydralazine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11651,2028-12-30,Bulk import: inventory_3000
Glyceryl Trinitrate 5mg,glyceryl-trinitrate-5mg-injection,,Glyceryl Trinitrate,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11652,2028-12-30,Bulk import: inventory_3000
Isosorbide Dinitrate 5mg,isosorbide-dinitrate-5mg-injection,,Isosorbide Dinitrate,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11653,2028-12-30,Bulk import: inventory_3000
Digoxin 5mg,digoxin-5mg-injection,,Digoxin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11654,2028-12-30,Bulk import: inventory_3000
Furosemide 5mg,furosemide-5mg-injection,,Furosemide,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11655,2028-12-30,Bulk import: inventory_3000
Hydrochlorothiazide 5mg,hydrochlorothiazide-5mg-injection,,Hydrochlorothiazide,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11657,2028-12-30,Bulk import: inventory_3000
Spironolactone 5mg,spironolactone-5mg-injection,,Spironolactone,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11658,2028-12-30,Bulk import: inventory_3000
Atorvastatin 5mg,atorvastatin-5mg-injection,,Atorvastatin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11659,2028-12-30,Bulk import: inventory_3000
Simvastatin 5mg,simvastatin-5mg-injection,,Simvastatin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11660,2028-12-30,Bulk import: inventory_3000
Salbutamol 5mg,salbutamol-5mg-injection,,Salbutamol,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11661,2028-12-30,Bulk import: inventory_3000
Aminophylline 5mg,aminophylline-5mg-injection,,Aminophylline,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11663,2028-12-30,Bulk import: inventory_3000
Omeprazole 5mg,omeprazole-5mg-injection,,Omeprazole,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11664,2028-12-30,Bulk import: inventory_3000
Cimetidine 5mg,cimetidine-5mg-injection,,Cimetidine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11665,2028-12-30,Bulk import: inventory_3000
Metoclopramide 5mg,metoclopramide-5mg-injection,,Metoclopramide,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11666,2028-12-30,Bulk import: inventory_3000
Zinc Sulfate 5mg,zinc-sulfate-5mg-injection,,Zinc Sulfate,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11667,2028-12-30,Bulk import: inventory_3000
Bisacodyl 5mg,bisacodyl-5mg-injection,,Bisacodyl,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11668,2028-12-30,Bulk import: inventory_3000
Metformin 5mg,metformin-5mg-injection,,Metformin,,,injection,5mg,,,POM,,,draft,0,,,true,200,20,B11669,2028-12-30,Bulk import: inventory_3000
Glibenclamide 5mg,glibenclamide-5mg-injection,,Glibenclamide,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11671,2028-12-30,Bulk import: inventory_3000
Glimepiride 5mg,glimepiride-5mg-injection,,Glimepiride,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11672,2028-12-30,Bulk import: inventory_3000
Levothyroxine 5mg,levothyroxine-5mg-injection,,Levothyroxine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11673,2028-12-30,Bulk import: inventory_3000
Carbimazole 5mg,carbimazole-5mg-injection,,Carbimazole,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11674,2028-12-30,Bulk import: inventory_3000
Folic Acid 5mg,folic-acid-5mg-injection,,Folic Acid,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11675,2028-12-30,Bulk import: inventory_3000
Oxytocin 5mg,oxytocin-5mg-injection,,Oxytocin,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11676,2028-12-30,Bulk import: inventory_3000
Misoprostol 5mg,misoprostol-5mg-injection,,Misoprostol,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11677,2028-12-30,Bulk import: inventory_3000
Magnesium Sulfate 5mg,magnesium-sulfate-5mg-injection,,Magnesium Sulfate,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11678,2028-12-30,Bulk import: inventory_3000
Amitriptyline 5mg,amitriptyline-5mg-injection,,Amitriptyline,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11679,2028-12-30,Bulk import: inventory_3000
Fluoxetine 5mg,fluoxetine-5mg-injection,,Fluoxetine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11680,2028-12-30,Bulk import: inventory_3000
Haloperidol 5mg,haloperidol-5mg-injection,,Haloperidol,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11681,2028-12-30,Bulk import: inventory_3000
Chlorpromazine 5mg,chlorpromazine-5mg-injection,,Chlorpromazine,,,injection,5mg,,,POM,,,draft,0,,,true,100,20,B11682,2028-12-30,Bulk import: inventory_3000
Halothane 10mg,halothane-10mg-injection,,Halothane,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11683,2028-12-30,Bulk import: inventory_3000
Ketamine 10mg,ketamine-10mg-injection,,Ketamine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11684,2028-12-30,Bulk import: inventory_3000
Nitrous oxide 10mg,nitrous-oxide-10mg-injection,,Nitrous oxide,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11685,2028-12-30,Bulk import: inventory_3000
Oxygen 10mg,oxygen-10mg-injection,,Oxygen,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11686,2028-12-30,Bulk import: inventory_3000
Atropine 10mg,atropine-10mg-injection,,Atropine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11687,2028-12-30,Bulk import: inventory_3000
Diazepam 10mg,diazepam-10mg-injection,,Diazepam,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11688,2028-12-30,Bulk import: inventory_3000
Hyoscine N-Butylbromide 10mg,hyoscine-n-butylbromide-10mg-injection,,Hyoscine N-Butylbromide,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11689,2028-12-30,Bulk import: inventory_3000
Midazolam 10mg,midazolam-10mg-injection,,Midazolam,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11690,2028-12-30,Bulk import: inventory_3000
Morphine 10mg,morphine-10mg-injection,,Morphine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11691,2028-12-30,Bulk import: inventory_3000
Promethazine 10mg,promethazine-10mg-injection,,Promethazine,,,injection,10mg,,,POM,,,draft,0,,,true,200,20,B11692,2028-12-30,Bulk import: inventory_3000
Atracurium 10mg,atracurium-10mg-injection,,Atracurium,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11694,2028-12-30,Bulk import: inventory_3000
Neostigmine 10mg,neostigmine-10mg-injection,,Neostigmine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11695,2028-12-30,Bulk import: inventory_3000
Suxamethonium 10mg,suxamethonium-10mg-injection,,Suxamethonium,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11696,2028-12-30,Bulk import: inventory_3000
Propofol 10mg,propofol-10mg-injection,,Propofol,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11697,2028-12-30,Bulk import: inventory_3000
Lidocaine 10mg,lidocaine-10mg-injection,,Lidocaine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11698,2028-12-30,Bulk import: inventory_3000
Bupivacaine 10mg,bupivacaine-10mg-injection,,Bupivacaine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11699,2028-12-30,Bulk import: inventory_3000
Pentazocine 10mg,pentazocine-10mg-injection,,Pentazocine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11700,2028-12-30,Bulk import: inventory_3000
Pethidine 10mg,pethidine-10mg-injection,,Pethidine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11701,2028-12-30,Bulk import: inventory_3000
Tramadol 10mg,tramadol-10mg-injection,,Tramadol,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11702,2028-12-30,Bulk import: inventory_3000
Acetylsalicylic Acid 10mg,acetylsalicylic-acid-10mg-injection,,Acetylsalicylic Acid,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11703,2028-12-30,Bulk import: inventory_3000
Paracetamol 10mg,paracetamol-10mg-injection,,Paracetamol,,,injection,10mg,,,POM,,,draft,0,,,true,300,20,B11704,2028-12-30,Bulk import: inventory_3000
Allopurinol 10mg,allopurinol-10mg-injection,,Allopurinol,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11707,2028-12-30,Bulk import: inventory_3000
Diclofenac Sodium 10mg,diclofenac-sodium-10mg-injection,,Diclofenac Sodium,,,injection,10mg,,,POM,,,draft,0,,,true,200,20,B11708,2028-12-30,Bulk import: inventory_3000
Ibuprofen 10mg,ibuprofen-10mg-injection,,Ibuprofen,,,injection,10mg,,,POM,,,draft,0,,,true,200,20,B11710,2028-12-30,Bulk import: inventory_3000
Naproxen 10mg,naproxen-10mg-injection,,Naproxen,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11712,2028-12-30,Bulk import: inventory_3000
Piroxicam 10mg,piroxicam-10mg-injection,,Piroxicam,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11713,2028-12-30,Bulk import: inventory_3000
Meloxicam 10mg,meloxicam-10mg-injection,,Meloxicam,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11714,2028-12-30,Bulk import: inventory_3000
Naloxone 10mg,naloxone-10mg-injection,,Naloxone,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11715,2028-12-30,Bulk import: inventory_3000
Chlorpheniramine 10mg,chlorpheniramine-10mg-injection,,Chlorpheniramine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11716,2028-12-30,Bulk import: inventory_3000
Hydrocortisone 10mg,hydrocortisone-10mg-injection,,Hydrocortisone,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11717,2028-12-30,Bulk import: inventory_3000
Prednisolone 10mg,prednisolone-10mg-injection,,Prednisolone,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11718,2028-12-30,Bulk import: inventory_3000
Phenobarbital 10mg,phenobarbital-10mg-injection,,Phenobarbital,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11719,2028-12-30,Bulk import: inventory_3000
Phenytoin 10mg,phenytoin-10mg-injection,,Phenytoin,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11720,2028-12-30,Bulk import: inventory_3000
Sodium Valproate 10mg,sodium-valproate-10mg-injection,,Sodium Valproate,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11721,2028-12-30,Bulk import: inventory_3000
Carbamazepine 10mg,carbamazepine-10mg-injection,,Carbamazepine,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11722,2028-12-30,Bulk import: inventory_3000
Amoxicillin 10mg,amoxicillin-10mg-injection,,Amoxicillin,,,injection,10mg,,,POM,,,draft,0,,,true,200,20,B11723,2028-12-30,Bulk import: inventory_3000
Ampicillin 10mg,ampicillin-10mg-injection,,Ampicillin,,,injection,10mg,,,POM,,,draft,0,,,true,100,20,B11725,2028-12-30,Bulk import: inventory_3000
