Product,Generic,Brand,Form,Strength,On hand,Reserved,Available,Reorder level,Batch no,Expiry,Batch qty
Cimetidine 500mg,Cimetidine,,capsule,500mg,100,0,100,20,B11467,30/12/2028,100
Metoclopramide 500mg,Metoclopramide,,capsule,500mg,100,0,100,20,B11468,30/12/2028,100
Zinc Sulfate 500mg,Zinc Sulfate,,capsule,500mg,100,0,100,20,B11469,30/12/2028,100
Bisacodyl 500mg,Bisacodyl,,capsule,500mg,100,0,100,20,B11470,30/12/2028,100
Metformin 500mg,Metformin,,capsule,500mg,100,0,100,20,B11471,30/12/2028,100
Metformin 500mg,Metformin,,capsule,500mg,100,0,100,20,B11472,30/12/2028,100
Glibenclamide 500mg,Glibenclamide,,capsule,500mg,100,0,100,20,B11473,30/12/2028,100
Glimepiride 500mg,Glimepiride,,capsule,500mg,100,0,100,20,B11474,30/12/2028,100
Levothyroxine 500mg,Levothyroxine,,capsule,500mg,100,0,100,20,B11475,30/12/2028,100
Carbimazole 500mg,Carbimazole,,capsule,500mg,100,0,100,20,B11476,30/12/2028,100
Folic Acid 500mg,Folic Acid,,capsule,500mg,100,0,100,20,B11477,30/12/2028,100
Oxytocin 500mg,Oxytocin,,capsule,500mg,100,0,100,20,B11478,30/12/2028,100
Misoprostol 500mg,Misoprostol,,capsule,500mg,100,0,100,20,B11479,30/12/2028,100
Magnesium Sulfate 500mg,Magnesium Sulfate,,capsule,500mg,100,0,100,20,B11480,30/12/2028,100
Amitriptyline 500mg,Amitriptyline,,capsule,500mg,100,0,100,20,B11481,30/12/2028,100
Fluoxetine 500mg,Fluoxetine,,capsule,500mg,100,0,100,20,B11482,30/12/2028,100
Haloperidol 500mg,Haloperidol,,capsule,500mg,100,0,100,20,B11483,30/12/2028,100
Chlorpromazine 500mg,Chlorpromazine,,capsule,500mg,100,0,100,20,B11484,30/12/2028,100
Halothane 1g,Halothane,,capsule,1g,100,0,100,20,B11485,30/12/2028,100
Ketamine 1g,Ketamine,,capsule,1g,100,0,100,20,B11486,30/12/2028,100
Nitrous oxide 1g,Nitrous oxide,,capsule,1g,100,0,100,20,B11487,30/12/2028,100
Oxygen 1g,Oxygen,,capsule,1g,100,0,100,20,B11488,30/12/2028,100
Atropine 1g,Atropine,,capsule,1g,100,0,100,20,B11489,30/12/2028,100
Diazepam 1g,Diazepam,,capsule,1g,100,0,100,20,B11490,30/12/2028,100
Hyoscine N-Butylbromide 1g,Hyoscine N-Butylbromide,,capsule,1g,100,0,100,20,B11491,30/12/2028,100
Midazolam 1g,Midazolam,,capsule,1g,100,0,100,20,B11492,30/12/2028,100
Morphine 1g,Morphine,,capsule,1g,100,0,100,20,B11493,30/12/2028,100
Promethazine 1g,Promethazine,,capsule,1g,100,0,100,20,B11494,30/12/2028,100
Promethazine 1g,Promethazine,,capsule,1g,100,0,100,20,B11495,30/12/2028,100
Atracurium 1g,Atracurium,,capsule,1g,100,0,100,20,B11496,30/12/2028,100
Neostigmine 1g,Neostigmine,,capsule,1g,100,0,100,20,B11497,30/12/2028,100
Suxamethonium 1g,Suxamethonium,,capsule,1g,100,0,100,20,B11498,30/12/2028,100
Propofol 1g,Propofol,,capsule,1g,100,0,100,20,B11499,30/12/2028,100
Lidocaine 1g,Lidocaine,,capsule,1g,100,0,100,20,B11500,30/12/2028,100
Bupivacaine 1g,Bupivacaine,,capsule,1g,100,0,100,20,B11501,30/12/2028,100
Pentazocine 1g,Pentazocine,,capsule,1g,100,0,100,20,B11502,30/12/2028,100
Pethidine 1g,Pethidine,,capsule,1g,100,0,100,20,B11503,30/12/2028,100
Tramadol 1g,Tramadol,,capsule,1g,100,0,100,20,B11504,30/12/2028,100
Acetylsalicylic Acid 1g,Acetylsalicylic Acid,,capsule,1g,100,0,100,20,B11505,30/12/2028,100
Paracetamol 1g,Paracetamol,,capsule,1g,100,0,100,20,B11506,30/12/2028,100
Paracetamol 1g,Paracetamol,,capsule,1g,100,0,100,20,B11507,30/12/2028,100
Paracetamol 1g,Paracetamol,,capsule,1g,100,0,100,20,B11508,30/12/2028,100
Allopurinol 1g,Allopurinol,,capsule,1g,100,0,100,20,B11509,30/12/2028,100
Diclofenac Sodium 1g,Diclofenac Sodium,,capsule,1g,100,0,100,20,B11510,30/12/2028,100
Diclofenac Sodium 1g,Diclofenac Sodium,,capsule,1g,100,0,100,20,B11511,30/12/2028,100
Ibuprofen 1g,Ibuprofen,,capsule,1g,100,0,100,20,B11512,30/12/2028,100
Ibuprofen 1g,Ibuprofen,,capsule,1g,100,0,100,20,B11513,30/12/2028,100
Naproxen 1g,Naproxen,,capsule,1g,100,0,100,20,B11514,30/12/2028,100
Piroxicam 1g,Piroxicam,,capsule,1g,100,0,100,20,B11515,30/12/2028,100
Meloxicam 1g,Meloxicam,,capsule,1g,100,0,100,20,B11516,30/12/2028,100
Naloxone 1g,Naloxone,,capsule,1g,100,0,100,20,B11517,30/12/2028,100
Chlorpheniramine 1g,Chlorpheniramine,,capsule,1g,100,0,100,20,B11518,30/12/2028,100
Hydrocortisone 1g,Hydrocortisone,,capsule,1g,100,0,100,20,B11519,30/12/2028,100
Prednisolone 1g,Prednisolone,,capsule,1g,100,0,100,20,B11520,30/12/2028,100
Phenobarbital 1g,Phenobarbital,,capsule,1g,100,0,100,20,B11521,30/12/2028,100
Phenytoin 1g,Phenytoin,,capsule,1g,100,0,100,20,B11522,30/12/2028,100
Sodium Valproate 1g,Sodium Valproate,,capsule,1g,100,0,100,20,B11523,30/12/2028,100
Carbamazepine 1g,Carbamazepine,,capsule,1g,100,0,100,20,B11524,30/12/2028,100
Amoxicillin 1g,Amoxicillin,,capsule,1g,100,0,100,20,B11525,30/12/2028,100
Amoxicillin 1g,Amoxicillin,,capsule,1g,100,0,100,20,B11526,30/12/2028,100
Ampicillin 1g,Ampicillin,,capsule,1g,100,0,100,20,B11527,30/12/2028,100
Cloxacillin 1g,Cloxacillin,,capsule,1g,100,0,100,20,B11528,30/12/2028,100
Ceftriaxone 1g,Ceftriaxone,,capsule,1g,100,0,100,20,B11529,30/12/2028,100
Cefuroxime 1g,Cefuroxime,,capsule,1g,100,0,100,20,B11530,30/12/2028,100
Azithromycin 1g,Azithromycin,,capsule,1g,100,0,100,20,B11531,30/12/2028,100
Erythromycin 1g,Erythromycin,,capsule,1g,100,0,100,20,B11532,30/12/2028,100
Ciprofloxacin 1g,Ciprofloxacin,,capsule,1g,100,0,100,20,B11533,30/12/2028,100
Metronidazole 1g,Metronidazole,,capsule,1g,100,0,100,20,B11534,30/12/2028,100
Metronidazole 1g,Metronidazole,,capsule,1g,100,0,100,20,B11535,30/12/2028,100
Gentamicin 1g,Gentamicin,,capsule,1g,100,0,100,20,B11536,30/12/2028,100
Doxycycline 1g,Doxycycline,,capsule,1g,100,0,100,20,B11537,30/12/2028,100
Cotrimoxazole 1g,Cotrimoxazole,,capsule,1g,100,0,100,20,B11538,30/12/2028,100
Artemether + Lumefantrine 1g,Artemether + Lumefantrine,,capsule,1g,100,0,100,20,B11539,30/12/2028,100
Artesunate 1g,Artesunate,,capsule,1g,100,0,100,20,B11540,30/12/2028,100
Amodiaquine 1g,Amodiaquine,,capsule,1g,100,0,100,20,B11541,30/12/2028,100
Quinine 1g,Quinine,,capsule,1g,100,0,100,20,B11542,30/12/2028,100
Fluconazole 1g,Fluconazole,,capsule,1g,100,0,100,20,B11543,30/12/2028,100
Nystatin 1g,Nystatin,,capsule,1g,100,0,100,20,B11544,30/12/2028,100
Amlodipine 1g,Amlodipine,,capsule,1g,100,0,100,20,B11545,30/12/2028,100
Amlodipine 1g,Amlodipine,,capsule,1g,100,0,100,20,B11546,30/12/2028,100
Lisinopril 1g,Lisinopril,,capsule,1g,100,0,100,20,B11547,30/12/2028,100
Lisinopril 1g,Lisinopril,,capsule,1g,100,0,100,20,B11548,30/12/2028,100
Atenolol 1g,Atenolol,,capsule,1g,100,0,100,20,B11549,30/12/2028,100
Propranolol 1g,Propranolol,,capsule,1g,100,0,100,20,B11550,30/12/2028,100
Methyldopa 1g,Methyldopa,,capsule,1g,100,0,100,20,B11551,30/12/2028,100
Hydralazine 1g,Hydralazine,,capsule,1g,100,0,100,20,B11552,30/12/2028,100
Glyceryl Trinitrate 1g,Glyceryl Trinitrate,,capsule,1g,100,0,100,20,B11553,30/12/2028,100
Isosorbide Dinitrate 1g,Isosorbide Dinitrate,,capsule,1g,100,0,100,20,B11554,30/12/2028,100
Digoxin 1g,Digoxin,,capsule,1g,100,0,100,20,B11555,30/12/2028,100
Furosemide 1g,Furosemide,,capsule,1g,100,0,100,20,B11556,30/12/2028,100
Furosemide 1g,Furosemide,,capsule,1g,100,0,100,20,B11557,30/12/2028,100
Hydrochlorothiazide 1g,Hydrochlorothiazide,,capsule,1g,100,0,100,20,B11558,30/12/2028,100
Spironolactone 1g,Spironolactone,,capsule,1g,100,0,100,20,B11559,30/12/2028,100
Atorvastatin 1g,Atorvastatin,,capsule,1g,100,0,100,20,B11560,30/12/2028,100
Simvastatin 1g,Simvastatin,,capsule,1g,100,0,100,20,B11561,30/12/2028,100
Salbutamol 1g,Salbutamol,,capsule,1g,100,0,100,20,B11562,30/12/2028,100
Salbutamol 1g,Salbutamol,,capsule,1g,100,0,100,20,B11563,30/12/2028,100
Aminophylline 1g,Aminophylline,,capsule,1g,100,0,100,20,B11564,30/12/2028,100
Omeprazole 1g,Omeprazole,,capsule,1g,100,0,100,20,B11565,30/12/2028,100
Cimetidine 1g,Cimetidine,,capsule,1g,100,0,100,20,B11566,30/12/2028,100
Metoclopramide 1g,Metoclopramide,,capsule,1g,100,0,100,20,B11567,30/12/2028,100
Zinc Sulfate 1g,Zinc Sulfate,,capsule,1g,100,0,100,20,B11568,30/12/2028,100
Bisacodyl 1g,Bisacodyl,,capsule,1g,100,0,100,20,B11569,30/12/2028,100
Metformin 1g,Metformin,,capsule,1g,100,0,100,20,B11570,30/12/2028,100
Metformin 1g,Metformin,,capsule,1g,100,0,100,20,B11571,30/12/2028,100
Glibenclamide 1g,Glibenclamide,,capsule,1g,100,0,100,20,B11572,30/12/2028,100
Glimepiride 1g,Glimepiride,,capsule,1g,100,0,100,20,B11573,30/12/2028,100
Levothyroxine 1g,Levothyroxine,,capsule,1g,100,0,100,20,B11574,30/12/2028,100
Carbimazole 1g,Carbimazole,,capsule,1g,100,0,100,20,B11575,30/12/2028,100
Folic Acid 1g,Folic Acid,,capsule,1g,100,0,100,20,B11576,30/12/2028,100
Oxytocin 1g,Oxytocin,,capsule,1g,100,0,100,20,B11577,30/12/2028,100
Misoprostol 1g,Misoprostol,,capsule,1g,100,0,100,20,B11578,30/12/2028,100
Magnesium Sulfate 1g,Magnesium Sulfate,,capsule,1g,100,0,100,20,B11579,30/12/2028,100
Amitriptyline 1g,Amitriptyline,,capsule,1g,100,0,100,20,B11580,30/12/2028,100
Fluoxetine 1g,Fluoxetine,,capsule,1g,100,0,100,20,B11581,30/12/2028,100
Haloperidol 1g,Haloperidol,,capsule,1g,100,0,100,20,B11582,30/12/2028,100
Chlorpromazine 1g,Chlorpromazine,,capsule,1g,100,0,100,20,B11583,30/12/2028,100
Halothane 5mg,Halothane,,injection,5mg,100,0,100,20,B11584,30/12/2028,100
Ketamine 5mg,Ketamine,,injection,5mg,100,0,100,20,B11585,30/12/2028,100
Nitrous oxide 5mg,Nitrous oxide,,injection,5mg,100,0,100,20,B11586,30/12/2028,100
Oxygen 5mg,Oxygen,,injection,5mg,100,0,100,20,B11587,30/12/2028,100
Atropine 5mg,Atropine,,injection,5mg,100,0,100,20,B11588,30/12/2028,100
Diazepam 5mg,Diazepam,,injection,5mg,100,0,100,20,B11589,30/12/2028,100
Hyoscine N-Butylbromide 5mg,Hyoscine N-Butylbromide,,injection,5mg,100,0,100,20,B11590,30/12/2028,100
Midazolam 5mg,Midazolam,,injection,5mg,100,0,100,20,B11591,30/12/2028,100
Morphine 5mg,Morphine,,injection,5mg,100,0,100,20,B11592,30/12/2028,100
Promethazine 5mg,Promethazine,,injection,5mg,100,0,100,20,B11593,30/12/2028,100
Promethazine 5mg,Promethazine,,injection,5mg,100,0,100,20,B11594,30/12/2028,100
Atracurium 5mg,Atracurium,,injection,5mg,100,0,100,20,B11595,30/12/2028,100
Neostigmine 5mg,Neostigmine,,injection,5mg,100,0,100,20,B11596,30/12/2028,100
Suxamethonium 5mg,Suxamethonium,,injection,5mg,100,0,100,20,B11597,30/12/2028,100
Propofol 5mg,Propofol,,injection,5mg,100,0,100,20,B11598,30/12/2028,100
Lidocaine 5mg,Lidocaine,,injection,5mg,100,0,100,20,B11599,30/12/2028,100
Bupivacaine 5mg,Bupivacaine,,injection,5mg,100,0,100,20,B11600,30/12/2028,100
Pentazocine 5mg,Pentazocine,,injection,5mg,100,0,100,20,B11601,30/12/2028,100
Pethidine 5mg,Pethidine,,injection,5mg,100,0,100,20,B11602,30/12/2028,100
Tramadol 5mg,Tramadol,,injection,5mg,100,0,100,20,B11603,30/12/2028,100
Acetylsalicylic Acid 5mg,Acetylsalicylic Acid,,injection,5mg,100,0,100,20,B11604,30/12/2028,100
Paracetamol 5mg,Paracetamol,,injection,5mg,100,0,100,20,B11605,30/12/2028,100
Paracetamol 5mg,Paracetamol,,injection,5mg,100,0,100,20,B11606,30/12/2028,100
Paracetamol 5mg,Paracetamol,,injection,5mg,100,0,100,20,B11607,30/12/2028,100
Allopurinol 5mg,Allopurinol,,injection,5mg,100,0,100,20,B11608,30/12/2028,100
Diclofenac Sodium 5mg,Diclofenac Sodium,,injection,5mg,100,0,100,20,B11609,30/12/2028,100
Diclofenac Sodium 5mg,Diclofenac Sodium,,injection,5mg,100,0,100,20,B11610,30/12/2028,100
Ibuprofen 5mg,Ibuprofen,,injection,5mg,100,0,100,20,B11611,30/12/2028,100
Ibuprofen 5mg,Ibuprofen,,injection,5mg,100,0,100,20,B11612,30/12/2028,100
Naproxen 5mg,Naproxen,,injection,5mg,100,0,100,20,B11613,30/12/2028,100
Piroxicam 5mg,Piroxicam,,injection,5mg,100,0,100,20,B11614,30/12/2028,100
Meloxicam 5mg,Meloxicam,,injection,5mg,100,0,100,20,B11615,30/12/2028,100
Naloxone 5mg,Naloxone,,injection,5mg,100,0,100,20,B11616,30/12/2028,100
Chlorpheniramine 5mg,Chlorpheniramine,,injection,5mg,100,0,100,20,B11617,30/12/2028,100
Hydrocortisone 5mg,Hydrocortisone,,injection,5mg,100,0,100,20,B11618,30/12/2028,100
Prednisolone 5mg,Prednisolone,,injection,5mg,100,0,100,20,B11619,30/12/2028,100
Phenobarbital 5mg,Phenobarbital,,injection,5mg,100,0,100,20,B11620,30/12/2028,100
Phenytoin 5mg,Phenytoin,,injection,5mg,100,0,100,20,B11621,30/12/2028,100
Sodium Valproate 5mg,Sodium Valproate,,injection,5mg,100,0,100,20,B11622,30/12/2028,100
Carbamazepine 5mg,Carbamazepine,,injection,5mg,100,0,100,20,B11623,30/12/2028,100
Amoxicillin 5mg,Amoxicillin,,injection,5mg,100,0,100,20,B11624,30/12/2028,100
Amoxicillin 5mg,Amoxicillin,,injection,5mg,100,0,100,20,B11625,30/12/2028,100
Ampicillin 5mg,Ampicillin,,injection,5mg,100,0,100,20,B11626,30/12/2028,100
Cloxacillin 5mg,Cloxacillin,,injection,5mg,100,0,100,20,B11627,30/12/2028,100
Ceftriaxone 5mg,Ceftriaxone,,injection,5mg,100,0,100,20,B11628,30/12/2028,100
Cefuroxime 5mg,Cefuroxime,,injection,5mg,100,0,100,20,B11629,30/12/2028,100
Azithromycin 5mg,Azithromycin,,injection,5mg,100,0,100,20,B11630,30/12/2028,100
Erythromycin 5mg,Erythromycin,,injection,5mg,100,0,100,20,B11631,30/12/2028,100
Ciprofloxacin 5mg,Ciprofloxacin,,injection,5mg,100,0,100,20,B11632,30/12/2028,100
Metronidazole 5mg,Metronidazole,,injection,5mg,100,0,100,20,B11633,30/12/2028,100
Metronidazole 5mg,Metronidazole,,injection,5mg,100,0,100,20,B11634,30/12/2028,100
Gentamicin 5mg,Gentamicin,,injection,5mg,100,0,100,20,B11635,30/12/2028,100
Doxycycline 5mg,Doxycycline,,injection,5mg,100,0,100,20,B11636,30/12/2028,100
Cotrimoxazole 5mg,Cotrimoxazole,,injection,5mg,100,0,100,20,B11637,30/12/2028,100
Artemether + Lumefantrine 5mg,Artemether + Lumefantrine,,injection,5mg,100,0,100,20,B11638,30/12/2028,100
Artesunate 5mg,Artesunate,,injection,5mg,100,0,100,20,B11639,30/12/2028,100
Amodiaquine 5mg,Amodiaquine,,injection,5mg,100,0,100,20,B11640,30/12/2028,100
Quinine 5mg,Quinine,,injection,5mg,100,0,100,20,B11641,30/12/2028,100
Fluconazole 5mg,Fluconazole,,injection,5mg,100,0,100,20,B11642,30/12/2028,100
Nystatin 5mg,Nystatin,,injection,5mg,100,0,100,20,B11643,30/12/2028,100
Amlodipine 5mg,Amlodipine,,injection,5mg,100,0,100,20,B11644,30/12/2028,100
Amlodipine 5mg,Amlodipine,,injection,5mg,100,0,100,20,B11645,30/12/2028,100
Lisinopril 5mg,Lisinopril,,injection,5mg,100,0,100,20,B11646,30/12/2028,100
Lisinopril 5mg,Lisinopril,,injection,5mg,100,0,100,20,B11647,30/12/2028,100
Atenolol 5mg,Atenolol,,injection,5mg,100,0,100,20,B11648,30/12/2028,100
Propranolol 5mg,Propranolol,,injection,5mg,100,0,100,20,B11649,30/12/2028,100
Methyldopa 5mg,Methyldopa,,injection,5mg,100,0,100,20,B11650,30/12/2028,100
Hydralazine 5mg,Hydralazine,,injection,5mg,100,0,100,20,B11651,30/12/2028,100
Glyceryl Trinitrate 5mg,Glyceryl Trinitrate,,injection,5mg,100,0,100,20,B11652,30/12/2028,100
Isosorbide Dinitrate 5mg,Isosorbide Dinitrate,,injection,5mg,100,0,100,20,B11653,30/12/2028,100
Digoxin 5mg,Digoxin,,injection,5mg,100,0,100,20,B11654,30/12/2028,100
Furosemide 5mg,Furosemide,,injection,5mg,100,0,100,20,B11655,30/12/2028,100
Furosemide 5mg,Furosemide,,injection,5mg,100,0,100,20,B11656,30/12/2028,100
Hydrochlorothiazide 5mg,Hydrochlorothiazide,,injection,5mg,100,0,100,20,B11657,30/12/2028,100
Spironolactone 5mg,Spironolactone,,injection,5mg,100,0,100,20,B11658,30/12/2028,100
Atorvastatin 5mg,Atorvastatin,,injection,5mg,100,0,100,20,B11659,30/12/2028,100
Simvastatin 5mg,Simvastatin,,injection,5mg,100,0,100,20,B11660,30/12/2028,100
Salbutamol 5mg,Salbutamol,,injection,5mg,100,0,100,20,B11661,30/12/2028,100
Salbutamol 5mg,Salbutamol,,injection,5mg,100,0,100,20,B11662,30/12/2028,100
Aminophylline 5mg,Aminophylline,,injection,5mg,100,0,100,20,B11663,30/12/2028,100
Omeprazole 5mg,Omeprazole,,injection,5mg,100,0,100,20,B11664,30/12/2028,100
Cimetidine 5mg,Cimetidine,,injection,5mg,100,0,100,20,B11665,30/12/2028,100
Metoclopramide 5mg,Metoclopramide,,injection,5mg,100,0,100,20,B11666,30/12/2028,100
Zinc Sulfate 5mg,Zinc Sulfate,,injection,5mg,100,0,100,20,B11667,30/12/2028,100
Bisacodyl 5mg,Bisacodyl,,injection,5mg,100,0,100,20,B11668,30/12/2028,100
Metformin 5mg,Metformin,,injection,5mg,100,0,100,20,B11669,30/12/2028,100
Metformin 5mg,Metformin,,injection,5mg,100,0,100,20,B11670,30/12/2028,100
Glibenclamide 5mg,Glibenclamide,,injection,5mg,100,0,100,20,B11671,30/12/2028,100
Glimepiride 5mg,Glimepiride,,injection,5mg,100,0,100,20,B11672,30/12/2028,100
Levothyroxine 5mg,Levothyroxine,,injection,5mg,100,0,100,20,B11673,30/12/2028,100
Carbimazole 5mg,Carbimazole,,injection,5mg,100,0,100,20,B11674,30/12/2028,100
Folic Acid 5mg,Folic Acid,,injection,5mg,100,0,100,20,B11675,30/12/2028,100
Oxytocin 5mg,Oxytocin,,injection,5mg,100,0,100,20,B11676,30/12/2028,100
Misoprostol 5mg,Misoprostol,,injection,5mg,100,0,100,20,B11677,30/12/2028,100
Magnesium Sulfate 5mg,Magnesium Sulfate,,injection,5mg,100,0,100,20,B11678,30/12/2028,100
Amitriptyline 5mg,Amitriptyline,,injection,5mg,100,0,100,20,B11679,30/12/2028,100
Fluoxetine 5mg,Fluoxetine,,injection,5mg,100,0,100,20,B11680,30/12/2028,100
Haloperidol 5mg,Haloperidol,,injection,5mg,100,0,100,20,B11681,30/12/2028,100
Chlorpromazine 5mg,Chlorpromazine,,injection,5mg,100,0,100,20,B11682,30/12/2028,100
Halothane 10mg,Halothane,,injection,10mg,100,0,100,20,B11683,30/12/2028,100
Ketamine 10mg,Ketamine,,injection,10mg,100,0,100,20,B11684,30/12/2028,100
Nitrous oxide 10mg,Nitrous oxide,,injection,10mg,100,0,100,20,B11685,30/12/2028,100
Oxygen 10mg,Oxygen,,injection,10mg,100,0,100,20,B11686,30/12/2028,100
Atropine 10mg,Atropine,,injection,10mg,100,0,100,20,B11687,30/12/2028,100
Diazepam 10mg,Diazepam,,injection,10mg,100,0,100,20,B11688,30/12/2028,100
Hyoscine N-Butylbromide 10mg,Hyoscine N-Butylbromide,,injection,10mg,100,0,100,20,B11689,30/12/2028,100
Midazolam 10mg,Midazolam,,injection,10mg,100,0,100,20,B11690,30/12/2028,100
Morphine 10mg,Morphine,,injection,10mg,100,0,100,20,B11691,30/12/2028,100
Promethazine 10mg,Promethazine,,injection,10mg,100,0,100,20,B11692,30/12/2028,100
Promethazine 10mg,Promethazine,,injection,10mg,100,0,100,20,B11693,30/12/2028,100
Atracurium 10mg,Atracurium,,injection,10mg,100,0,100,20,B11694,30/12/2028,100
Neostigmine 10mg,Neostigmine,,injection,10mg,100,0,100,20,B11695,30/12/2028,100
Suxamethonium 10mg,Suxamethonium,,injection,10mg,100,0,100,20,B11696,30/12/2028,100
Propofol 10mg,Propofol,,injection,10mg,100,0,100,20,B11697,30/12/2028,100
Lidocaine 10mg,Lidocaine,,injection,10mg,100,0,100,20,B11698,30/12/2028,100
Bupivacaine 10mg,Bupivacaine,,injection,10mg,100,0,100,20,B11699,30/12/2028,100
Pentazocine 10mg,Pentazocine,,injection,10mg,100,0,100,20,B11700,30/12/2028,100
Pethidine 10mg,Pethidine,,injection,10mg,100,0,100,20,B11701,30/12/2028,100
Tramadol 10mg,Tramadol,,injection,10mg,100,0,100,20,B11702,30/12/2028,100
Acetylsalicylic Acid 10mg,Acetylsalicylic Acid,,injection,10mg,100,0,100,20,B11703,30/12/2028,100
Paracetamol 10mg,Paracetamol,,injection,10mg,100,0,100,20,B11704,30/12/2028,100
Paracetamol 10mg,Paracetamol,,injection,10mg,100,0,100,20,B11705,30/12/2028,100
Paracetamol 10mg,Paracetamol,,injection,10mg,100,0,100,20,B11706,30/12/2028,100
Allopurinol 10mg,Allopurinol,,injection,10mg,100,0,100,20,B11707,30/12/2028,100
Diclofenac Sodium 10mg,Diclofenac Sodium,,injection,10mg,100,0,100,20,B11708,30/12/2028,100
Diclofenac Sodium 10mg,Diclofenac Sodium,,injection,10mg,100,0,100,20,B11709,30/12/2028,100
Ibuprofen 10mg,Ibuprofen,,injection,10mg,100,0,100,20,B11710,30/12/2028,100
Ibuprofen 10mg,Ibuprofen,,injection,10mg,100,0,100,20,B11711,30/12/2028,100
Naproxen 10mg,Naproxen,,injection,10mg,100,0,100,20,B11712,30/12/2028,100
Piroxicam 10mg,Piroxicam,,injection,10mg,100,0,100,20,B11713,30/12/2028,100
Meloxicam 10mg,Meloxicam,,injection,10mg,100,0,100,20,B11714,30/12/2028,100
Naloxone 10mg,Naloxone,,injection,10mg,100,0,100,20,B11715,30/12/2028,100
Chlorpheniramine 10mg,Chlorpheniramine,,injection,10mg,100,0,100,20,B11716,30/12/2028,100
Hydrocortisone 10mg,Hydrocortisone,,injection,10mg,100,0,100,20,B11717,30/12/2028,100
Prednisolone 10mg,Prednisolone,,injection,10mg,100,0,100,20,B11718,30/12/2028,100
Phenobarbital 10mg,Phenobarbital,,injection,10mg,100,0,100,20,B11719,30/12/2028,100
Phenytoin 10mg,Phenytoin,,injection,10mg,100,0,100,20,B11720,30/12/2028,100
Sodium Valproate 10mg,Sodium Valproate,,injection,10mg,100,0,100,20,B11721,30/12/2028,100
Carbamazepine 10mg,Carbamazepine,,injection,10mg,100,0,100,20,B11722,30/12/2028,100
Amoxicillin 10mg,Amoxicillin,,injection,10mg,100,0,100,20,B11723,30/12/2028,100
Amoxicillin 10mg,Amoxicillin,,injection,10mg,100,0,100,20,B11724,30/12/2028,100
Ampicillin 10mg,Ampicillin,,injection,10mg,100,0,100,20,B11725,30/12/2028,100
Cloxacillin 10mg,Cloxacillin,,injection,10mg,100,0,100,20,B11726,30/12/2028,100
Ceftriaxone 10mg,Ceftriaxone,,injection,10mg,100,0,100,20,B11727,30/12/2028,100
Cefuroxime 10mg,Cefuroxime,,injection,10mg,100,0,100,20,B11728,30/12/2028,100
Azithromycin 10mg,Azithromycin,,injection,10mg,100,0,100,20,B11729,30/12/2028,100
Erythromycin 10mg,Erythromycin,,injection,10mg,100,0,100,20,B11730,30/12/2028,100
Ciprofloxacin 10mg,Ciprofloxacin,,injection,10mg,100,0,100,20,B11731,30/12/2028,100
Metronidazole 10mg,Metronidazole,,injection,10mg,100,0,100,20,B11732,30/12/2028,100
Metronidazole 10mg,Metronidazole,,injection,10mg,100,0,100,20,B11733,30/12/2028,100
Gentamicin 10mg,Gentamicin,,injection,10mg,100,0,100,20,B11734,30/12/2028,100
Doxycycline 10mg,Doxycycline,,injection,10mg,100,0,100,20,B11735,30/12/2028,100
Cotrimoxazole 10mg,Cotrimoxazole,,injection,10mg,100,0,100,20,B11736,30/12/2028,100
Artemether + Lumefantrine 10mg,Artemether + Lumefantrine,,injection,10mg,100,0,100,20,B11737,30/12/2028,100
Artesunate 10mg,Artesunate,,injection,10mg,100,0,100,20,B11738,30/12/2028,100
Amodiaquine 10mg,Amodiaquine,,injection,10mg,100,0,100,20,B11739,30/12/2028,100
Quinine 10mg,Quinine,,injection,10mg,100,0,100,20,B11740,30/12/2028,100
Fluconazole 10mg,Fluconazole,,injection,10mg,100,0,100,20,B11741,30/12/2028,100
Nystatin 10mg,Nystatin,,injection,10mg,100,0,100,20,B11742,30/12/2028,100
Amlodipine 10mg,Amlodipine,,injection,10mg,100,0,100,20,B11743,30/12/2028,100
Amlodipine 10mg,Amlodipine,,injection,10mg,100,0,100,20,B11744,30/12/2028,100
Lisinopril 10mg,Lisinopril,,injection,10mg,100,0,100,20,B11745,30/12/2028,100
Lisinopril 10mg,Lisinopril,,injection,10mg,100,0,100,20,B11746,30/12/2028,100
Atenolol 10mg,Atenolol,,injection,10mg,100,0,100,20,B11747,30/12/2028,100
Propranolol 10mg,Propranolol,,injection,10mg,100,0,100,20,B11748,30/12/2028,100
Methyldopa 10mg,Methyldopa,,injection,10mg,100,0,100,20,B11749,30/12/2028,100
Hydralazine 10mg,Hydralazine,,injection,10mg,100,0,100,20,B11750,30/12/2028,100
Glyceryl Trinitrate 10mg,Glyceryl Trinitrate,,injection,10mg,100,0,100,20,B11751,30/12/2028,100
Isosorbide Dinitrate 10mg,Isosorbide Dinitrate,,injection,10mg,100,0,100,20,B11752,30/12/2028,100
Digoxin 10mg,Digoxin,,injection,10mg,100,0,100,20,B11753,30/12/2028,100
Furosemide 10mg,Furosemide,,injection,10mg,100,0,100,20,B11754,30/12/2028,100
Furosemide 10mg,Furosemide,,injection,10mg,100,0,100,20,B11755,30/12/2028,100
Hydrochlorothiazide 10mg,Hydrochlorothiazide,,injection,10mg,100,0,100,20,B11756,30/12/2028,100
Spironolactone 10mg,Spironolactone,,injection,10mg,100,0,100,20,B11757,30/12/2028,100
